timestamp_iso,class,confidence,x1,y1,x2,y2,frame_w,frame_h
2025-10-03T16:45:14.307147,person,0.9145,116,44,570,355,640,360
2025-10-03T16:45:14.852364,person,0.9095,115,44,572,355,640,360
2025-10-03T16:45:15.395064,person,0.9077,114,44,566,355,640,360
2025-10-03T16:45:15.954851,person,0.9062,115,43,566,355,640,360
2025-10-03T16:45:16.498981,person,0.9047,116,44,567,355,640,360
2025-10-03T16:45:17.042536,person,0.9034,116,44,569,355,640,360
2025-10-03T16:45:17.553928,person,0.9015,116,44,569,355,640,360
2025-10-03T16:45:18.098612,person,0.8945,125,44,567,355,640,360
2025-10-03T16:45:18.643992,person,0.9024,127,44,567,355,640,360
2025-10-03T16:45:19.181198,person,0.9057,131,44,567,355,640,360
2025-10-03T16:45:19.698580,person,0.9027,125,42,564,355,640,360
2025-10-03T16:45:20.240227,person,0.8996,130,38,565,355,640,360
2025-10-03T16:45:20.771534,person,0.9256,117,26,560,355,640,360
2025-10-03T16:45:21.299736,person,0.9011,118,23,536,356,640,360
2025-10-03T16:45:21.842053,person,0.9201,114,20,504,356,640,360
2025-10-03T16:45:22.356632,person,0.8818,112,18,493,355,640,360
2025-10-03T16:45:22.857055,person,0.9236,113,17,509,356,640,360
2025-10-03T16:45:23.397336,person,0.9033,115,17,530,355,640,360
2025-10-03T16:45:23.908526,person,0.9098,113,17,527,356,640,360
2025-10-03T16:45:24.453495,person,0.9021,113,18,528,356,640,360
2025-10-03T16:45:24.996613,person,0.8870,116,20,527,356,640,360
2025-10-03T16:45:25.505648,person,0.8850,102,18,528,355,640,360
2025-10-03T16:45:26.049764,person,0.8974,1,18,522,355,640,360
2025-10-03T16:45:26.596847,person,0.9162,0,17,521,354,640,360
2025-10-03T16:45:27.106450,person,0.9035,0,20,523,355,640,360
2025-10-03T16:45:27.650074,person,0.8834,55,15,519,355,640,360
2025-10-03T16:45:28.192811,person,0.9114,83,14,516,355,640,360
2025-10-03T16:45:28.708008,person,0.8739,84,9,492,354,640,360
2025-10-03T16:45:29.249644,person,0.8216,85,12,495,355,640,360
2025-10-03T16:45:29.793331,person,0.7772,109,17,504,355,640,360
2025-10-03T16:45:29.793331,person,0.5353,205,17,471,333,640,360
2025-10-03T16:45:30.304795,person,0.5995,222,18,503,348,640,360
2025-10-03T16:45:30.852899,person,0.7520,86,15,501,357,640,360
2025-10-03T16:45:31.394970,person,0.8571,83,13,530,356,640,360
2025-10-03T16:45:31.910213,person,0.8797,85,17,535,354,640,360
2025-10-03T16:45:32.450867,person,0.8509,75,15,533,354,640,360
2025-10-03T16:45:32.994785,person,0.8307,75,14,534,355,640,360
2025-10-03T16:45:33.506787,person,0.8577,15,17,506,354,640,360
2025-10-03T16:45:34.050530,person,0.9170,20,17,475,353,640,360
2025-10-03T16:45:34.595019,person,0.8020,3,14,578,354,640,360
2025-10-03T16:45:35.138603,person,0.8747,68,18,531,356,640,360
2025-10-03T16:45:35.650486,person,0.9041,117,16,533,355,640,360
2025-10-03T16:45:36.193529,person,0.9037,126,28,475,355,640,360
2025-10-03T16:45:36.193529,bed,0.6227,443,223,639,355,640,360
2025-10-03T16:45:36.705587,person,0.9291,128,29,463,355,640,360
2025-10-03T16:45:36.705587,cell phone,0.6095,298,124,450,212,640,360
2025-10-03T16:45:37.249218,person,0.9153,133,31,467,355,640,360
2025-10-03T16:45:37.249218,bed,0.5577,441,258,639,355,640,360
2025-10-03T16:45:37.794042,person,0.9297,140,31,470,355,640,360
2025-10-03T16:45:37.794042,bed,0.5404,441,239,639,355,640,360
2025-10-03T16:45:38.305703,person,0.9158,130,31,469,354,640,360
2025-10-03T16:45:38.305703,bed,0.5154,439,253,639,355,640,360
2025-10-03T16:45:38.850261,person,0.8898,130,32,467,355,640,360
2025-10-03T16:45:39.394127,person,0.8982,126,31,470,355,640,360
2025-10-03T16:45:39.905097,person,0.9153,136,31,503,355,640,360
2025-10-03T16:45:40.449908,person,0.9097,125,31,509,355,640,360
2025-10-03T16:45:40.993480,person,0.9153,79,32,512,355,640,360
2025-10-03T16:45:41.509438,person,0.9190,76,30,508,355,640,360
2025-10-03T16:45:42.049548,person,0.8663,79,30,503,356,640,360
2025-10-03T16:45:42.594449,person,0.8840,75,31,504,355,640,360
2025-10-03T16:45:43.106735,person,0.8922,79,30,500,356,640,360
2025-10-03T16:45:43.648885,person,0.8371,76,30,469,355,640,360
2025-10-03T16:45:44.193085,person,0.8660,76,29,528,355,640,360
2025-10-03T16:45:44.707400,person,0.9205,72,30,635,355,640,360
2025-10-03T16:45:45.252532,person,0.9066,74,30,639,354,640,360
2025-10-03T16:45:45.794136,person,0.9161,72,31,640,355,640,360
2025-10-03T16:45:46.304647,person,0.9126,76,31,636,355,640,360
2025-10-03T16:45:46.852035,person,0.8782,75,31,631,355,640,360
2025-10-03T16:45:47.411178,person,0.8694,77,31,575,356,640,360
2025-10-03T16:45:47.952439,person,0.8723,62,27,495,355,640,360
2025-10-03T16:45:48.497661,person,0.8604,67,26,483,355,640,360
2025-10-03T16:45:49.042993,person,0.8872,63,27,471,355,640,360
2025-10-03T16:45:49.569687,person,0.8657,66,26,465,356,640,360
2025-10-03T16:45:50.099024,person,0.8622,69,26,464,355,640,360
2025-10-03T16:45:50.644769,person,0.9042,69,25,466,355,640,360
2025-10-03T16:45:51.170729,person,0.7875,60,25,479,355,640,360
2025-10-03T16:45:51.697887,person,0.8513,70,26,479,355,640,360
2025-10-03T16:45:52.241620,person,0.8235,64,32,486,355,640,360
2025-10-03T16:45:52.241620,bed,0.5265,438,256,639,355,640,360
2025-10-03T16:45:52.771662,person,0.8752,69,26,483,355,640,360
2025-10-03T16:45:52.771662,bed,0.5174,422,254,639,355,640,360
2025-10-03T16:45:53.299611,person,0.8604,71,25,481,354,640,360
2025-10-03T16:45:53.842434,person,0.8705,67,27,482,354,640,360
2025-10-03T16:45:54.368948,person,0.9049,67,26,486,355,640,360
2025-10-03T16:45:54.897311,person,0.8808,70,26,485,355,640,360
2025-10-03T16:45:55.441721,person,0.8267,70,25,470,355,640,360
2025-10-03T16:45:55.968124,person,0.8818,62,27,452,355,640,360
2025-10-03T16:45:56.499058,person,0.7845,68,27,452,356,640,360
2025-10-03T16:45:56.499058,bed,0.7324,438,225,639,355,640,360
2025-10-03T16:45:57.043066,person,0.9259,43,26,438,356,640,360
2025-10-03T16:45:57.043066,bed,0.7624,437,229,639,355,640,360
2025-10-03T16:45:57.570417,person,0.9085,11,23,466,355,640,360
2025-10-03T16:45:57.570417,bed,0.6741,440,256,639,355,640,360
