timestamp_iso,class,confidence,track_id,gender,age,age_group,x1,y1,x2,y2,frame_w,frame_h
2025-10-03T17:15:08.832236,person,0.8716,1,unknown,,unknown,112,21,615,355,640,360
2025-10-03T17:15:11.788873,person,0.8740,1,unknown,,unknown,114,20,619,354,640,360
2025-10-03T17:15:14.795786,person,0.8825,1,unknown,,unknown,119,24,618,354,640,360
2025-10-03T17:15:17.795925,person,0.9043,1,unknown,,unknown,124,25,622,355,640,360
2025-10-03T17:15:20.704411,person,0.9001,1,unknown,,unknown,125,25,624,354,640,360
2025-10-03T17:15:24.175829,person,0.9047,1,unknown,,unknown,92,15,595,354,640,360
2025-10-03T17:15:27.274945,person,0.9087,1,unknown,,unknown,92,15,592,354,640,360
2025-10-03T17:15:30.376569,person,0.8876,1,unknown,,unknown,88,17,582,354,640,360
2025-10-03T17:15:33.503384,person,0.8782,1,unknown,,unknown,102,25,580,355,640,360
2025-10-03T17:15:36.651206,person,0.8936,1,unknown,,unknown,109,32,573,355,640,360
2025-10-03T17:15:39.881261,person,0.8979,1,unknown,,unknown,111,33,571,355,640,360
2025-10-03T17:15:43.195691,person,0.9004,1,unknown,,unknown,116,35,570,355,640,360
2025-10-03T17:15:46.472411,person,0.8984,1,unknown,,unknown,119,34,571,354,640,360
2025-10-03T17:15:49.732299,person,0.8886,1,unknown,,unknown,121,34,570,355,640,360
2025-10-03T17:15:53.158626,person,0.8900,1,unknown,,unknown,122,33,570,355,640,360
2025-10-03T17:15:56.596991,person,0.8824,1,unknown,,unknown,122,33,567,355,640,360
2025-10-03T17:15:59.930988,person,0.8863,1,unknown,,unknown,116,31,562,355,640,360
2025-10-03T17:16:03.280748,person,0.8932,1,unknown,,unknown,112,30,558,355,640,360
2025-10-03T17:16:06.550749,person,0.8943,1,unknown,,unknown,118,30,562,354,640,360
2025-10-03T17:16:10.004494,person,0.8932,1,unknown,,unknown,122,29,565,354,640,360
2025-10-03T17:16:13.438312,person,0.8915,1,unknown,,unknown,118,28,562,355,640,360
2025-10-03T17:16:16.944098,person,0.8948,1,unknown,,unknown,114,27,558,354,640,360
2025-10-03T17:16:20.493639,person,0.8891,1,unknown,,unknown,114,26,559,354,640,360
2025-10-03T17:16:23.899788,person,0.8858,1,unknown,,unknown,117,25,561,355,640,360
2025-10-03T17:16:27.300976,person,0.8811,1,unknown,,unknown,114,26,557,354,640,360
2025-10-03T17:16:30.727710,person,0.8961,1,unknown,,unknown,113,26,555,354,640,360
2025-10-03T17:16:34.168232,person,0.8988,1,unknown,,unknown,113,26,555,354,640,360
