timestamp_iso,class,confidence,track_id,gender,age,age_group,x1,y1,x2,y2,frame_w,frame_h
2025-10-03T17:33:19.513732,person,0.8910,1,unknown,,unknown,143,61,574,355,640,360
2025-10-03T17:33:19.916283,person,0.8955,1,unknown,,unknown,142,60,573,355,640,360
2025-10-03T17:33:20.459053,person,0.8956,1,unknown,,unknown,143,60,574,355,640,360
2025-10-03T17:33:21.051560,person,0.9025,1,unknown,,unknown,142,60,572,355,640,360
2025-10-03T17:33:21.519360,person,0.9070,1,unknown,,unknown,142,59,572,355,640,360
2025-10-03T17:33:22.077764,person,0.9098,1,unknown,,unknown,133,51,571,355,640,360
2025-10-03T17:33:22.605804,person,0.9081,1,unknown,,unknown,131,45,571,355,640,360
2025-10-03T17:33:23.116919,person,0.8992,1,unknown,,unknown,129,40,569,355,640,360
2025-10-03T17:33:23.661858,person,0.9308,1,unknown,,unknown,109,30,557,356,640,360
2025-10-03T17:33:24.204997,person,0.9265,1,unknown,,unknown,97,29,545,355,640,360
2025-10-03T17:33:24.716766,person,0.9259,1,unknown,,unknown,98,30,544,355,640,360
2025-10-03T17:33:25.262822,person,0.8847,1,unknown,,unknown,94,27,545,355,640,360
2025-10-03T17:33:25.805647,person,0.9059,1,unknown,,unknown,87,18,552,355,640,360
2025-10-03T17:33:26.317606,person,0.8975,1,unknown,,unknown,92,12,566,355,640,360
2025-10-03T17:33:26.863948,person,0.8736,1,unknown,,unknown,102,13,576,355,640,360
2025-10-03T17:33:27.405912,person,0.8911,1,unknown,,unknown,108,13,593,355,640,360
2025-10-03T17:33:27.918158,person,0.9120,1,unknown,,unknown,97,12,574,355,640,360
2025-10-03T17:33:28.461473,person,0.9016,1,unknown,,unknown,106,14,575,355,640,360
2025-10-03T17:33:29.007746,person,0.9036,1,unknown,,unknown,101,18,561,355,640,360
2025-10-03T17:33:29.519158,person,0.9068,1,unknown,,unknown,105,24,559,355,640,360
2025-10-03T17:33:30.063132,person,0.8952,1,unknown,,unknown,106,22,561,355,640,360
2025-10-03T17:33:30.607862,person,0.9074,1,unknown,,unknown,104,20,561,355,640,360
2025-10-03T17:33:31.121441,person,0.9019,1,unknown,,unknown,105,18,562,355,640,360
2025-10-03T17:33:31.666126,person,0.9037,1,unknown,,unknown,104,20,558,355,640,360
2025-10-03T17:33:32.209861,person,0.9026,1,unknown,,unknown,109,17,567,355,640,360
2025-10-03T17:33:32.723519,person,0.9044,1,unknown,,unknown,105,16,564,355,640,360
2025-10-03T17:33:33.265201,person,0.9120,1,unknown,,unknown,103,16,566,355,640,360
2025-10-03T17:33:33.811584,person,0.9108,1,unknown,,unknown,104,17,561,355,640,360
2025-10-03T17:33:34.318683,person,0.9040,1,unknown,,unknown,107,21,559,355,640,360
2025-10-03T17:33:34.862263,person,0.9079,1,unknown,,unknown,106,20,556,355,640,360
2025-10-03T17:33:35.405290,person,0.9138,1,unknown,,unknown,99,17,550,355,640,360
2025-10-03T17:33:35.919230,person,0.9266,1,unknown,,unknown,99,17,548,355,640,360
2025-10-03T17:33:36.463847,person,0.9254,1,unknown,,unknown,101,17,547,355,640,360
2025-10-03T17:33:37.010637,person,0.9236,1,unknown,,unknown,106,20,548,355,640,360
2025-10-03T17:33:37.519061,person,0.9204,1,unknown,,unknown,110,23,547,355,640,360
2025-10-03T17:33:38.062140,person,0.9038,1,unknown,,unknown,112,25,548,355,640,360
2025-10-03T17:33:38.612933,person,0.8999,1,unknown,,unknown,111,24,549,355,640,360
2025-10-03T17:33:39.118240,person,0.9105,1,unknown,,unknown,110,22,550,355,640,360
2025-10-03T17:33:39.662194,person,0.9129,1,unknown,,unknown,107,19,550,355,640,360
2025-10-03T17:33:40.221555,person,0.8791,1,unknown,,unknown,92,11,546,354,640,360
2025-10-03T17:33:42.509503,person,0.6823,1,unknown,,unknown,70,1,569,354,640,360
2025-10-03T17:33:43.022528,person,0.8963,1,unknown,,unknown,63,10,562,355,640,360
2025-10-03T17:33:43.565174,person,0.9310,1,unknown,,unknown,90,10,568,355,640,360
2025-10-03T17:33:44.109825,person,0.9333,1,unknown,,unknown,95,10,562,355,640,360
2025-10-03T17:33:44.622614,person,0.9293,1,unknown,,unknown,98,11,556,355,640,360
2025-10-03T17:33:45.165813,person,0.9227,1,unknown,,unknown,99,11,553,355,640,360
2025-10-03T17:33:45.709568,person,0.9180,1,unknown,,unknown,101,11,554,355,640,360
2025-10-03T17:33:46.223764,person,0.9194,1,unknown,,unknown,110,11,570,355,640,360
2025-10-03T17:33:46.767336,person,0.9254,1,unknown,,unknown,98,10,555,354,640,360
2025-10-03T17:33:47.309784,person,0.9236,1,unknown,,unknown,99,11,554,355,640,360
2025-10-03T17:33:47.821701,person,0.9099,1,unknown,,unknown,104,11,562,355,640,360
2025-10-03T17:33:48.366406,person,0.9161,1,unknown,,unknown,100,12,556,355,640,360
2025-10-03T17:33:48.916853,person,0.9024,1,unknown,,unknown,101,13,554,354,640,360
2025-10-03T17:33:49.424015,person,0.8994,1,unknown,,unknown,102,13,554,354,640,360
2025-10-03T17:33:49.967782,person,0.8912,1,unknown,,unknown,103,15,553,355,640,360
2025-10-03T17:33:50.510782,person,0.8944,1,unknown,,unknown,103,14,554,354,640,360
2025-10-03T17:33:51.023577,person,0.8920,1,unknown,,unknown,104,14,554,354,640,360
2025-10-03T17:33:51.567118,person,0.8989,1,unknown,,unknown,103,14,554,355,640,360
