timestamp_iso,class,confidence,x1,y1,x2,y2,frame_w,frame_h
2025-10-03T16:40:28.874517,bed,0.5650,450,252,639,355,640,360
2025-10-03T16:40:29.389840,person,0.9230,85,24,482,355,640,360
2025-10-03T16:40:29.389840,bed,0.6316,448,239,639,355,640,360
2025-10-03T16:40:29.928236,person,0.9228,88,23,482,355,640,360
2025-10-03T16:40:29.928236,bed,0.6622,447,256,639,355,640,360
2025-10-03T16:40:30.450823,person,0.9299,85,24,482,355,640,360
2025-10-03T16:40:30.450823,bed,0.6270,448,250,639,355,640,360
2025-10-03T16:40:30.981677,person,0.9292,86,26,483,355,640,360
2025-10-03T16:40:30.981677,bed,0.6915,448,236,639,355,640,360
2025-10-03T16:40:31.527036,person,0.9254,86,27,484,356,640,360
2025-10-03T16:40:31.527036,bed,0.6269,448,249,639,355,640,360
2025-10-03T16:40:32.071453,person,0.9265,84,26,481,355,640,360
2025-10-03T16:40:32.071453,bed,0.6313,445,252,639,355,640,360
2025-10-03T16:40:32.615293,person,0.9298,87,27,480,355,640,360
2025-10-03T16:40:32.615293,bed,0.6788,446,242,639,355,640,360
2025-10-03T16:40:33.126385,person,0.9262,83,29,479,356,640,360
2025-10-03T16:40:33.126385,bed,0.7299,445,232,639,355,640,360
2025-10-03T16:40:33.670700,person,0.9075,80,30,476,355,640,360
2025-10-03T16:40:33.670700,bed,0.7156,442,225,639,355,640,360
2025-10-03T16:40:34.216118,person,0.9223,82,30,477,356,640,360
2025-10-03T16:40:34.216118,bed,0.7307,440,227,639,355,640,360
2025-10-03T16:40:34.730077,person,0.9251,84,29,480,356,640,360
2025-10-03T16:40:34.730077,bed,0.6610,445,254,639,355,640,360
2025-10-03T16:40:35.273732,person,0.9241,85,28,481,356,640,360
2025-10-03T16:40:35.273732,bed,0.6123,446,251,639,355,640,360
2025-10-03T16:40:35.818030,person,0.9293,86,29,482,356,640,360
2025-10-03T16:40:35.818030,bed,0.7382,446,223,639,355,640,360
2025-10-03T16:40:36.333672,person,0.9277,86,29,481,356,640,360
2025-10-03T16:40:36.333672,bed,0.7215,446,227,639,355,640,360
2025-10-03T16:40:36.870578,person,0.9280,86,29,481,356,640,360
2025-10-03T16:40:36.870578,bed,0.6757,446,248,639,355,640,360
2025-10-03T16:40:37.415920,person,0.9257,87,29,481,356,640,360
2025-10-03T16:40:37.415920,bed,0.6885,446,256,639,355,640,360
2025-10-03T16:40:37.928675,person,0.9344,86,29,481,356,640,360
2025-10-03T16:40:37.928675,bed,0.7130,446,230,639,355,640,360
2025-10-03T16:40:38.477545,person,0.9280,86,27,482,355,640,360
2025-10-03T16:40:38.477545,bed,0.6622,446,256,639,355,640,360
2025-10-03T16:40:38.998425,person,0.9225,85,28,482,355,640,360
2025-10-03T16:40:38.998425,bed,0.5808,447,256,639,355,640,360
2025-10-03T16:40:39.501565,person,0.9293,86,28,482,355,640,360
2025-10-03T16:40:39.501565,bed,0.6150,447,255,639,355,640,360
2025-10-03T16:40:40.038353,person,0.9335,88,28,482,355,640,360
2025-10-03T16:40:40.038353,bed,0.5995,448,251,639,355,640,360
2025-10-03T16:40:40.628646,person,0.9394,85,28,487,355,640,360
2025-10-03T16:40:40.628646,bed,0.7324,449,226,639,355,640,360
2025-10-03T16:40:41.177289,person,0.9206,86,28,515,355,640,360
2025-10-03T16:40:41.726444,person,0.8471,101,32,617,355,640,360
2025-10-03T16:40:42.282127,person,0.8838,115,38,604,355,640,360
2025-10-03T16:40:42.827243,person,0.8997,113,43,625,355,640,360
2025-10-03T16:40:43.368473,person,0.9186,112,44,638,355,640,360
2025-10-03T16:40:43.882287,person,0.9223,113,46,638,355,640,360
2025-10-03T16:40:44.425455,person,0.9102,113,47,631,355,640,360
2025-10-03T16:40:44.971589,person,0.9030,112,47,625,355,640,360
2025-10-03T16:40:45.482004,person,0.8921,111,49,612,355,640,360
2025-10-03T16:40:46.023203,person,0.8782,113,49,608,355,640,360
2025-10-03T16:40:46.566957,person,0.8783,114,48,609,355,640,360
2025-10-03T16:40:47.080064,person,0.8899,120,49,609,355,640,360
2025-10-03T16:40:47.624282,person,0.8708,116,49,604,355,640,360
2025-10-03T16:40:48.166219,person,0.8857,119,49,601,355,640,360
2025-10-03T16:40:48.678672,person,0.8799,117,50,606,355,640,360
2025-10-03T16:40:49.223161,person,0.8842,118,49,604,355,640,360
2025-10-03T16:40:49.743799,person,0.8888,118,50,606,355,640,360
2025-10-03T16:40:50.246005,person,0.8819,117,50,605,355,640,360
2025-10-03T16:40:50.789232,person,0.8888,122,50,615,355,640,360
2025-10-03T16:40:51.320621,person,0.8948,118,50,605,355,640,360
2025-10-03T16:40:51.830279,person,0.8972,112,51,624,355,640,360
2025-10-03T16:40:52.375796,person,0.8901,119,52,618,355,640,360
2025-10-03T16:40:52.919702,person,0.8824,120,51,622,355,640,360
2025-10-03T16:40:53.432408,person,0.8912,123,50,614,355,640,360
2025-10-03T16:40:53.974824,person,0.8809,121,50,607,355,640,360
2025-10-03T16:40:54.518704,person,0.8783,111,51,627,355,640,360
2025-10-03T16:40:55.033478,person,0.8741,112,52,631,355,640,360
2025-10-03T16:40:55.576381,person,0.8656,119,52,613,355,640,360
2025-10-03T16:40:56.119478,person,0.8893,114,53,631,355,640,360
2025-10-03T16:40:56.631888,person,0.8649,114,54,631,356,640,360
2025-10-03T16:40:57.175894,person,0.8712,113,53,632,356,640,360
2025-10-03T16:40:57.719870,person,0.8884,112,52,627,355,640,360
2025-10-03T16:40:58.230085,person,0.8854,115,54,632,356,640,360
2025-10-03T16:40:58.774234,person,0.9066,114,54,637,356,640,360
2025-10-03T16:40:59.319066,person,0.8835,114,54,633,356,640,360
2025-10-03T16:40:59.831582,person,0.9007,112,54,634,356,640,360
2025-10-03T16:41:00.375561,person,0.8807,111,53,631,355,640,360
2025-10-03T16:41:00.919770,person,0.8983,112,53,625,355,640,360
2025-10-03T16:41:01.433612,person,0.8746,120,53,607,355,640,360
2025-10-03T16:41:01.976960,person,0.8931,112,52,625,355,640,360
2025-10-03T16:41:02.518835,person,0.8773,114,51,626,355,640,360
2025-10-03T16:41:03.030264,person,0.8812,119,51,601,355,640,360
2025-10-03T16:41:03.573828,person,0.8667,119,49,597,355,640,360
2025-10-03T16:41:04.121455,person,0.9007,123,47,576,356,640,360
2025-10-03T16:41:04.630093,person,0.8836,113,45,556,356,640,360
2025-10-03T16:41:05.175659,person,0.8894,115,43,543,356,640,360
2025-10-03T16:41:05.718458,person,0.9008,115,44,547,356,640,360
2025-10-03T16:41:06.230566,person,0.8996,117,47,550,356,640,360
2025-10-03T16:41:06.773544,person,0.8919,114,48,547,356,640,360
2025-10-03T16:41:07.319562,person,0.8900,115,48,548,356,640,360
2025-10-03T16:41:07.831030,person,0.8800,125,45,545,357,640,360
2025-10-03T16:41:08.376340,person,0.9031,120,50,547,356,640,360
2025-10-03T16:41:08.921466,person,0.8814,119,50,548,356,640,360
2025-10-03T16:41:09.466961,person,0.8949,115,50,551,356,640,360
2025-10-03T16:41:09.999127,person,0.8833,121,50,549,356,640,360
2025-10-03T16:41:10.520440,person,0.8823,118,50,551,356,640,360
2025-10-03T16:41:11.030110,person,0.8994,120,51,552,356,640,360
2025-10-03T16:41:11.575711,person,0.8967,118,50,552,356,640,360
2025-10-03T16:41:12.119067,person,0.8888,121,50,550,356,640,360
2025-10-03T16:41:12.630496,person,0.8901,117,50,549,356,640,360
2025-10-03T16:41:13.174399,person,0.9057,118,51,550,356,640,360
2025-10-03T16:41:13.733855,person,0.9012,118,50,551,356,640,360
2025-10-03T16:41:14.280335,person,0.9046,116,51,552,356,640,360
2025-10-03T16:41:14.824403,person,0.9083,117,50,551,356,640,360
2025-10-03T16:41:15.333592,person,0.9041,117,51,552,356,640,360
2025-10-03T16:41:15.880030,person,0.8891,117,51,553,356,640,360
2025-10-03T16:41:16.421912,person,0.9054,119,51,552,355,640,360
2025-10-03T16:41:16.933407,person,0.8966,119,51,552,356,640,360
2025-10-03T16:41:17.480815,person,0.8958,117,51,554,355,640,360
2025-10-03T16:41:18.025518,person,0.9113,118,51,552,355,640,360
2025-10-03T16:41:18.536374,person,0.8894,119,51,552,356,640,360
2025-10-03T16:41:19.077791,person,0.9188,117,53,554,355,640,360
2025-10-03T16:41:19.625191,person,0.8886,113,52,549,356,640,360
2025-10-03T16:41:20.137342,person,0.9088,114,53,551,356,640,360
2025-10-03T16:41:20.678176,person,0.8849,116,54,552,356,640,360
2025-10-03T16:41:21.221899,person,0.9025,118,49,555,356,640,360
2025-10-03T16:41:21.735037,person,0.8932,126,44,561,355,640,360
2025-10-03T16:41:22.283409,person,0.8902,119,40,559,356,640,360
2025-10-03T16:41:22.789455,person,0.9014,118,44,554,355,640,360
2025-10-03T16:41:23.334998,person,0.8857,118,46,550,356,640,360
2025-10-03T16:41:23.880786,person,0.8966,121,44,551,356,640,360
2025-10-03T16:41:24.423346,person,0.8969,119,43,554,356,640,360
2025-10-03T16:41:24.934295,person,0.8866,121,43,561,355,640,360
2025-10-03T16:41:25.479626,person,0.8553,119,42,559,355,640,360
2025-10-03T16:41:26.022242,person,0.8631,119,44,558,356,640,360
2025-10-03T16:41:26.534117,person,0.8715,118,42,558,355,640,360
2025-10-03T16:41:27.079079,person,0.8802,119,45,558,355,640,360
2025-10-03T16:41:27.623683,person,0.8881,119,44,561,355,640,360
2025-10-03T16:41:28.136964,person,0.9004,120,44,563,355,640,360
2025-10-03T16:41:28.678989,person,0.9060,122,44,567,355,640,360
2025-10-03T16:41:29.220452,person,0.9067,123,45,568,355,640,360
2025-10-03T16:41:29.732999,person,0.9000,123,45,568,355,640,360
2025-10-03T16:41:30.254214,person,0.9076,124,45,568,355,640,360
2025-10-03T16:41:30.799422,person,0.8545,122,43,574,355,640,360
2025-10-03T16:41:31.299587,person,0.8581,122,42,573,355,640,360
2025-10-03T16:41:31.858761,person,0.8615,124,40,580,355,640,360
2025-10-03T16:41:32.386197,person,0.9230,114,30,534,355,640,360
2025-10-03T16:41:32.888058,person,0.9278,111,28,547,355,640,360
2025-10-03T16:41:33.430862,person,0.9216,114,29,552,355,640,360
2025-10-03T16:41:33.974233,person,0.9088,107,26,552,355,640,360
