timestamp_iso,class,confidence,track_id,gender,age,age_group,x1,y1,x2,y2,frame_w,frame_h
2025-10-03T17:34:51.134635,person,0.5148,-1,unknown,,unknown,293,57,1027,714,1280,720
2025-10-03T17:34:51.691878,person,0.6056,1,unknown,,unknown,301,56,1039,713,1280,720
2025-10-03T17:34:52.210063,person,0.5844,1,unknown,,unknown,454,71,1152,714,1280,720
2025-10-03T17:34:53.159808,person,0.5135,1,unknown,,unknown,288,67,996,715,1280,720
2025-10-03T17:34:53.651522,person,0.6084,1,unknown,,unknown,252,76,958,716,1280,720
2025-10-03T17:34:54.213219,person,0.6773,1,unknown,,unknown,165,69,890,712,1280,720
2025-10-03T17:34:54.801760,person,0.6957,1,unknown,,unknown,198,81,911,714,1280,720
2025-10-03T17:34:54.801760,person,0.6135,5,unknown,,unknown,317,73,1088,713,1280,720
2025-10-03T17:34:55.350733,person,0.6572,1,unknown,,unknown,152,64,902,711,1280,720
2025-10-03T17:34:55.350733,person,0.6390,5,unknown,,unknown,307,56,1091,711,1280,720
2025-10-03T17:34:55.895063,person,0.6868,1,unknown,,unknown,153,48,896,713,1280,720
2025-10-03T17:34:56.445570,person,0.7099,1,unknown,,unknown,98,46,857,714,1280,720
2025-10-03T17:34:56.445570,person,0.6743,5,unknown,,unknown,282,56,1072,714,1280,720
2025-10-03T17:34:57.010260,person,0.5877,5,unknown,,unknown,335,60,1111,713,1280,720
2025-10-03T17:34:57.579651,person,0.5593,1,unknown,,unknown,170,61,955,716,1280,720
2025-10-03T17:34:58.238769,person,0.5285,5,unknown,,unknown,390,60,1127,712,1280,720
2025-10-03T17:34:59.346691,person,0.5109,1,unknown,,unknown,199,82,987,717,1280,720
2025-10-03T17:34:59.998482,person,0.6237,1,unknown,,unknown,149,64,975,713,1280,720
2025-10-03T17:35:00.550328,person,0.5103,5,unknown,,unknown,396,61,1111,712,1280,720
2025-10-03T17:35:01.128779,person,0.5069,1,unknown,,unknown,142,78,970,713,1280,720
2025-10-03T17:35:01.806548,person,0.5689,5,unknown,,unknown,374,79,1090,718,1280,720
2025-10-03T17:35:01.806548,person,0.6254,1,unknown,,unknown,140,77,980,715,1280,720
2025-10-03T17:35:02.466872,person,0.5336,1,unknown,,unknown,136,81,978,716,1280,720
2025-10-03T17:35:03.801872,person,0.5514,5,unknown,,unknown,404,67,1097,712,1280,720
2025-10-03T17:35:03.801872,person,0.7101,1,unknown,,unknown,172,73,1015,712,1280,720
2025-10-03T17:35:04.366133,person,0.6525,1,unknown,,unknown,212,82,1009,715,1280,720
2025-10-03T17:35:04.915062,person,0.5854,1,unknown,,unknown,225,80,990,715,1280,720
2025-10-03T17:35:04.915062,person,0.7011,5,unknown,,unknown,416,66,1082,714,1280,720
2025-10-03T17:35:05.476513,person,0.6596,5,unknown,,unknown,422,66,1084,713,1280,720
2025-10-03T17:35:05.476513,person,0.6599,1,unknown,,unknown,211,80,989,717,1280,720
2025-10-03T17:35:06.041914,person,0.7402,5,unknown,,unknown,423,63,1083,711,1280,720
2025-10-03T17:35:06.041914,person,0.5815,1,unknown,,unknown,233,72,1001,715,1280,720
2025-10-03T17:35:06.597329,person,0.7100,5,unknown,,unknown,365,62,1027,713,1280,720
2025-10-03T17:35:07.152282,person,0.6479,5,unknown,,unknown,302,63,990,716,1280,720
2025-10-03T17:35:07.152282,person,0.5536,1,unknown,,unknown,119,62,879,716,1280,720
2025-10-03T17:35:07.701517,person,0.6153,1,unknown,,unknown,178,56,907,713,1280,720
2025-10-03T17:35:08.279792,person,0.6263,5,unknown,,unknown,247,60,979,714,1280,720
2025-10-03T17:35:08.825212,person,0.7224,5,unknown,,unknown,227,59,981,713,1280,720
2025-10-03T17:35:09.363830,person,0.7187,5,unknown,,unknown,248,57,994,713,1280,720
2025-10-03T17:35:09.898758,person,0.7451,5,unknown,,unknown,261,55,1001,712,1280,720
2025-10-03T17:35:10.448429,person,0.6992,5,unknown,,unknown,258,56,997,712,1280,720
2025-10-03T17:35:10.448429,person,0.5068,1,unknown,,unknown,140,65,831,716,1280,720
2025-10-03T17:35:11.011999,person,0.6972,5,unknown,,unknown,261,57,1004,712,1280,720
2025-10-03T17:35:11.554323,person,0.7478,5,unknown,,unknown,230,57,999,713,1280,720
2025-10-03T17:35:12.111739,person,0.6199,5,unknown,,unknown,225,58,1009,714,1280,720
2025-10-03T17:35:12.666301,person,0.7303,5,unknown,,unknown,246,59,1014,713,1280,720
2025-10-03T17:35:13.235544,person,0.7319,5,unknown,,unknown,245,56,1016,713,1280,720
2025-10-03T17:35:13.775449,person,0.7593,5,unknown,,unknown,256,57,1014,712,1280,720
2025-10-03T17:35:14.316827,person,0.7359,5,unknown,,unknown,278,59,1016,713,1280,720
2025-10-03T17:35:14.872458,person,0.7050,5,unknown,,unknown,306,60,1000,714,1280,720
2025-10-03T17:35:14.872458,person,0.5483,6,unknown,,unknown,196,65,858,718,1280,720
2025-10-03T17:35:15.438645,person,0.6467,5,unknown,,unknown,320,62,994,714,1280,720
2025-10-03T17:35:15.438645,person,0.5124,6,unknown,,unknown,196,63,869,716,1280,720
2025-10-03T17:35:15.990131,person,0.6080,6,unknown,,unknown,219,62,918,715,1280,720
2025-10-03T17:35:15.990131,person,0.5393,5,unknown,,unknown,371,61,1037,714,1280,720
2025-10-03T17:35:17.211494,person,0.5931,6,unknown,,unknown,282,55,996,716,1280,720
